GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Median age -- - Total:,Margin of Error; Median age -- - Total:,Estimate; Median age -- - Male,Margin of Error; Median age -- - Male,Estimate; Median age -- - Female,Margin of Error; Median age -- - Female
1500000US060750332032,060750332032,"Block Group 2, Census Tract 332.03, San Francisco County, California",27.4,5.5,27.8,7.8,26.7,6.6
1500000US060750332041,060750332041,"Block Group 1, Census Tract 332.04, San Francisco County, California",31.8,8.8,28.7,10.3,33.4,16.3
1500000US060750332042,060750332042,"Block Group 2, Census Tract 332.04, San Francisco County, California",36.3,16.4,32.1,23.1,42.3,17.6
1500000US060750332043,060750332043,"Block Group 3, Census Tract 332.04, San Francisco County, California",23.4,6.0,21.9,5.5,26.8,12.2
1500000US060750351001,060750351001,"Block Group 1, Census Tract 351, San Francisco County, California",31.5,11.0,31.8,12.9,31.2,12.9
1500000US060750351002,060750351002,"Block Group 2, Census Tract 351, San Francisco County, California",42.9,17.5,42.9,16.8,42.9,24.0
1500000US060750351003,060750351003,"Block Group 3, Census Tract 351, San Francisco County, California",47.9,6.8,49.6,3.4,43.9,7.2
1500000US060750351004,060750351004,"Block Group 4, Census Tract 351, San Francisco County, California",42.2,9.4,48.3,6.0,33.3,13.1
1500000US060750351005,060750351005,"Block Group 5, Census Tract 351, San Francisco County, California",45.9,9.3,43.8,9.6,49.6,10.8
1500000US060750351006,060750351006,"Block Group 6, Census Tract 351, San Francisco County, California",49.5,5.3,55.8,14.3,49.1,5.9
1500000US060750351007,060750351007,"Block Group 7, Census Tract 351, San Francisco County, California",41.7,1.2,41.6,1.3,41.8,7.7
1500000US060750352011,060750352011,"Block Group 1, Census Tract 352.01, San Francisco County, California",43.9,3.4,43.5,5.4,44.5,6.6
1500000US060750352012,060750352012,"Block Group 2, Census Tract 352.01, San Francisco County, California",31.5,5.4,31.5,7.6,31.5,7.4
1500000US060750352013,060750352013,"Block Group 3, Census Tract 352.01, San Francisco County, California",38.6,3.3,32.5,14.4,40.6,11.4
1500000US060750352014,060750352014,"Block Group 4, Census Tract 352.01, San Francisco County, California",39.8,5.3,37.7,9.8,41.5,4.8
1500000US060750352015,060750352015,"Block Group 5, Census Tract 352.01, San Francisco County, California",47.0,3.8,45.2,6.4,49.3,5.9
1500000US060750352021,060750352021,"Block Group 1, Census Tract 352.02, San Francisco County, California",38.7,4.6,38.7,4.9,37.7,6.7
1500000US060750352022,060750352022,"Block Group 2, Census Tract 352.02, San Francisco County, California",37.7,3.5,40.8,3.0,34.0,3.3
1500000US060750352023,060750352023,"Block Group 3, Census Tract 352.02, San Francisco County, California",33.8,2.1,33.2,4.5,34.0,6.0
1500000US060750353001,060750353001,"Block Group 1, Census Tract 353, San Francisco County, California",50.5,16.0,54.8,7.6,41.0,15.5
1500000US060750353002,060750353002,"Block Group 2, Census Tract 353, San Francisco County, California",35.7,13.7,38.0,10.6,35.3,16.7
1500000US060750353003,060750353003,"Block Group 3, Census Tract 353, San Francisco County, California",41.4,3.8,36.8,12.9,48.9,9.6
1500000US060750353004,060750353004,"Block Group 4, Census Tract 353, San Francisco County, California",42.7,17.5,42.2,12.5,49.9,13.5
1500000US060750353005,060750353005,"Block Group 5, Census Tract 353, San Francisco County, California",51.0,11.8,49.5,26.4,51.5,14.0
1500000US060750353006,060750353006,"Block Group 6, Census Tract 353, San Francisco County, California",36.5,16.8,42.2,19.3,33.9,13.5
1500000US060750354001,060750354001,"Block Group 1, Census Tract 354, San Francisco County, California",47.7,10.9,47.3,7.3,50.6,18.8
1500000US060750354002,060750354002,"Block Group 2, Census Tract 354, San Francisco County, California",44.2,5.7,44.7,6.2,42.5,14.8
1500000US060750354003,060750354003,"Block Group 3, Census Tract 354, San Francisco County, California",37.8,7.9,37.7,14.3,38.2,10.9
1500000US060750354004,060750354004,"Block Group 4, Census Tract 354, San Francisco County, California",39.2,8.4,39.8,10.1,37.4,9.2
1500000US060750354005,060750354005,"Block Group 5, Census Tract 354, San Francisco County, California",46.7,22.1,50.4,6.6,33.4,17.4
1500000US060750401001,060750401001,"Block Group 1, Census Tract 401, San Francisco County, California",41.8,8.2,41.9,3.8,40.9,16.5
1500000US060750401002,060750401002,"Block Group 2, Census Tract 401, San Francisco County, California",34.6,5.8,30.5,6.0,36.9,5.1
1500000US060750401003,060750401003,"Block Group 3, Census Tract 401, San Francisco County, California",40.7,6.1,40.7,10.4,40.7,6.8
1500000US060750401004,060750401004,"Block Group 4, Census Tract 401, San Francisco County, California",40.3,5.8,39.1,6.6,48.1,5.6
1500000US060750402001,060750402001,"Block Group 1, Census Tract 402, San Francisco County, California",38.4,9.9,41.8,10.3,29.5,12.5
1500000US060750402002,060750402002,"Block Group 2, Census Tract 402, San Francisco County, California",37.3,14.7,37.4,8.7,34.9,32.0
1500000US060750402003,060750402003,"Block Group 3, Census Tract 402, San Francisco County, California",43.1,18.2,30.7,5.4,60.0,9.3
1500000US060750402004,060750402004,"Block Group 4, Census Tract 402, San Francisco County, California",38.4,1.4,38.7,1.6,38.1,7.4
1500000US060750426011,060750426011,"Block Group 1, Census Tract 426.01, San Francisco County, California",35.9,5.4,42.1,12.5,33.9,5.1
1500000US060750426012,060750426012,"Block Group 2, Census Tract 426.01, San Francisco County, California",46.5,4.8,44.1,6.6,49.8,4.2
1500000US060750426021,060750426021,"Block Group 1, Census Tract 426.02, San Francisco County, California",37.9,9.1,31.9,11.2,46.0,8.0
1500000US060750426022,060750426022,"Block Group 2, Census Tract 426.02, San Francisco County, California",36.6,5.8,38.3,8.6,34.9,6.2
1500000US060750426023,060750426023,"Block Group 3, Census Tract 426.02, San Francisco County, California",34.4,5.3,33.9,6.5,34.5,7.0
1500000US060750427001,060750427001,"Block Group 1, Census Tract 427, San Francisco County, California",35.3,2.0,35.3,4.7,35.4,4.4
1500000US060750427002,060750427002,"Block Group 2, Census Tract 427, San Francisco County, California",43.0,5.3,35.7,14.2,45.1,6.7
1500000US060750427003,060750427003,"Block Group 3, Census Tract 427, San Francisco County, California",45.1,7.6,44.7,9.0,47.5,16.0
1500000US060750428001,060750428001,"Block Group 1, Census Tract 428, San Francisco County, California",43.0,6.0,38.9,8.1,46.6,7.2
1500000US060750428002,060750428002,"Block Group 2, Census Tract 428, San Francisco County, California",52.1,9.7,51.1,11.2,52.8,10.5
1500000US060750428003,060750428003,"Block Group 3, Census Tract 428, San Francisco County, California",40.4,6.1,43.8,7.1,39.4,6.8
1500000US060750451001,060750451001,"Block Group 1, Census Tract 451, San Francisco County, California",34.8,3.9,32.3,12.0,35.4,5.4
1500000US060750451002,060750451002,"Block Group 2, Census Tract 451, San Francisco County, California",34.0,7.0,36.1,7.9,33.1,9.8
1500000US060750451003,060750451003,"Block Group 3, Census Tract 451, San Francisco County, California",40.6,7.6,41.3,15.8,40.2,8.5
1500000US060750452001,060750452001,"Block Group 1, Census Tract 452, San Francisco County, California",40.2,10.7,36.2,12.8,42.9,14.8
1500000US060750452002,060750452002,"Block Group 2, Census Tract 452, San Francisco County, California",40.1,3.9,40.5,8.3,38.8,5.5
1500000US060750452003,060750452003,"Block Group 3, Census Tract 452, San Francisco County, California",46.2,13.3,46.1,12.1,46.2,17.4
1500000US060750452004,060750452004,"Block Group 4, Census Tract 452, San Francisco County, California",42.0,17.8,42.9,15.5,31.0,34.0
1500000US060750452005,060750452005,"Block Group 5, Census Tract 452, San Francisco County, California",37.5,5.3,37.4,9.9,37.6,6.1
1500000US060750476001,060750476001,"Block Group 1, Census Tract 476, San Francisco County, California",39.4,12.7,44.1,13.1,34.8,16.7
1500000US060750476002,060750476002,"Block Group 2, Census Tract 476, San Francisco County, California",58.1,10.8,54.5,22.4,61.2,13.6
1500000US060750476003,060750476003,"Block Group 3, Census Tract 476, San Francisco County, California",34.0,12.4,34.1,8.2,32.7,25.6
1500000US060750476004,060750476004,"Block Group 4, Census Tract 476, San Francisco County, California",36.0,8.0,31.5,7.0,44.6,7.7
1500000US060750477011,060750477011,"Block Group 1, Census Tract 477.01, San Francisco County, California",47.7,8.0,43.9,13.2,48.1,6.9
1500000US060750477012,060750477012,"Block Group 2, Census Tract 477.01, San Francisco County, California",52.0,10.2,44.4,17.8,53.5,6.2
1500000US060750477013,060750477013,"Block Group 3, Census Tract 477.01, San Francisco County, California",41.8,3.4,40.7,4.2,42.9,5.6
1500000US060750477021,060750477021,"Block Group 1, Census Tract 477.02, San Francisco County, California",41.1,8.0,42.2,7.2,39.2,10.4
1500000US060750477022,060750477022,"Block Group 2, Census Tract 477.02, San Francisco County, California",39.5,1.9,36.0,6.8,41.0,6.9
1500000US060750477023,060750477023,"Block Group 3, Census Tract 477.02, San Francisco County, California",45.5,9.9,39.5,11.2,51.6,10.4
1500000US060750478011,060750478011,"Block Group 1, Census Tract 478.01, San Francisco County, California",37.1,9.4,32.1,12.5,37.8,10.4
1500000US060750478012,060750478012,"Block Group 2, Census Tract 478.01, San Francisco County, California",36.8,6.4,39.4,13.3,36.5,7.5
1500000US060750478013,060750478013,"Block Group 3, Census Tract 478.01, San Francisco County, California",50.1,7.0,48.7,9.5,50.6,8.4
1500000US060750478021,060750478021,"Block Group 1, Census Tract 478.02, San Francisco County, California",42.4,9.6,38.0,14.1,47.1,9.4
1500000US060750478022,060750478022,"Block Group 2, Census Tract 478.02, San Francisco County, California",37.7,3.9,37.8,3.1,37.2,11.8
1500000US060750478023,060750478023,"Block Group 3, Census Tract 478.02, San Francisco County, California",38.0,4.4,35.7,8.1,38.7,8.3
1500000US060750479011,060750479011,"Block Group 1, Census Tract 479.01, San Francisco County, California",51.7,9.8,52.8,9.9,51.3,14.3
1500000US060750479012,060750479012,"Block Group 2, Census Tract 479.01, San Francisco County, California",38.6,5.7,33.2,14.7,41.2,13.5
1500000US060750479013,060750479013,"Block Group 3, Census Tract 479.01, San Francisco County, California",52.2,8.2,51.8,7.7,53.6,13.8
1500000US060750479014,060750479014,"Block Group 4, Census Tract 479.01, San Francisco County, California",42.2,8.1,46.0,2.9,37.0,15.9
1500000US060750479015,060750479015,"Block Group 5, Census Tract 479.01, San Francisco County, California",43.6,8.2,38.8,10.1,49.8,14.1
1500000US060750479021,060750479021,"Block Group 1, Census Tract 479.02, San Francisco County, California",44.5,3.6,42.6,5.8,45.5,5.5
1500000US060750479022,060750479022,"Block Group 2, Census Tract 479.02, San Francisco County, California",46.8,6.9,49.5,6.8,43.6,7.0
1500000US060750479023,060750479023,"Block Group 3, Census Tract 479.02, San Francisco County, California",38.6,13.8,35.3,8.9,50.1,13.1
1500000US060750601001,060750601001,"Block Group 1, Census Tract 601, San Francisco County, California",31.6,2.1,33.2,1.6,29.9,1.6
1500000US060750604001,060750604001,"Block Group 1, Census Tract 604, San Francisco County, California",41.4,2.8,41.7,5.3,41.0,2.2
1500000US060750605021,060750605021,"Block Group 1, Census Tract 605.02, San Francisco County, California",20.3,6.0,14.5,2.3,24.5,7.1
1500000US060750605022,060750605022,"Block Group 2, Census Tract 605.02, San Francisco County, California",23.4,4.6,24.8,7.7,21.9,3.7
1500000US060750605023,060750605023,"Block Group 3, Census Tract 605.02, San Francisco County, California",38.5,5.5,36.4,6.4,41.0,5.5
1500000US060750607001,060750607001,"Block Group 1, Census Tract 607, San Francisco County, California",33.1,1.1,32.9,1.6,33.3,1.2
1500000US060750607002,060750607002,"Block Group 2, Census Tract 607, San Francisco County, California",38.8,39.5,38.9,62.0,35.0,41.1
1500000US060750607003,060750607003,"Block Group 3, Census Tract 607, San Francisco County, California",42.1,11.3,44.3,9.5,37.3,6.9
1500000US060750610001,060750610001,"Block Group 1, Census Tract 610, San Francisco County, California",31.2,3.0,31.4,1.8,29.9,6.6
1500000US060750610002,060750610002,"Block Group 2, Census Tract 610, San Francisco County, California",36.5,2.8,36.7,6.7,36.4,3.2
1500000US060750611001,060750611001,"Block Group 1, Census Tract 611, San Francisco County, California",55.6,17.6,55.9,19.5,55.1,17.2
1500000US060750611002,060750611002,"Block Group 2, Census Tract 611, San Francisco County, California",54.8,3.8,55.2,2.4,53.1,7.1
1500000US060750611003,060750611003,"Block Group 3, Census Tract 611, San Francisco County, California",49.2,8.9,47.7,6.9,53.3,11.3
1500000US060750612001,060750612001,"Block Group 1, Census Tract 612, San Francisco County, California",37.7,11.6,37.4,13.5,40.3,14.8
1500000US060750612002,060750612002,"Block Group 2, Census Tract 612, San Francisco County, California",33.0,3.2,31.3,9.0,38.0,5.9
1500000US060750614001,060750614001,"Block Group 1, Census Tract 614, San Francisco County, California",35.8,3.3,35.6,3.8,37.5,6.9
1500000US060750614002,060750614002,"Block Group 2, Census Tract 614, San Francisco County, California",39.3,3.9,39.9,4.0,38.2,5.3
1500000US060750614003,060750614003,"Block Group 3, Census Tract 614, San Francisco County, California",34.8,3.0,34.5,2.2,38.2,5.1
1500000US060750615001,060750615001,"Block Group 1, Census Tract 615, San Francisco County, California",37.5,4.4,37.8,5.1,33.3,8.0
1500000US060750615002,060750615002,"Block Group 2, Census Tract 615, San Francisco County, California",35.5,3.9,35.8,4.1,33.5,12.2
1500000US060750615003,060750615003,"Block Group 3, Census Tract 615, San Francisco County, California",35.1,7.3,35.1,8.3,35.1,14.6
1500000US060750615004,060750615004,"Block Group 4, Census Tract 615, San Francisco County, California",38.1,6.2,36.8,5.5,39.4,8.3
1500000US060750615005,060750615005,"Block Group 5, Census Tract 615, San Francisco County, California",32.2,16.3,51.9,26.2,31.6,1.2
1500000US060750615006,060750615006,"Block Group 6, Census Tract 615, San Francisco County, California",40.3,7.8,43.1,4.4,35.5,8.1
1500000US060759802001,060759802001,"Block Group 1, Census Tract 9802, San Francisco County, California",62.5,1.8,68.8,8.1,61.5,18.7
1500000US060759803001,060759803001,"Block Group 1, Census Tract 9803, San Francisco County, California",42.0,17.7,33.7,18.4,-,**
1500000US060759804011,060759804011,"Block Group 1, Census Tract 9804.01, San Francisco County, California",-,**,-,**,-,**
1500000US060759805011,060759805011,"Block Group 1, Census Tract 9805.01, San Francisco County, California",39.2,8.7,40.0,15.3,35.7,13.8
1500000US060759806001,060759806001,"Block Group 1, Census Tract 9806, San Francisco County, California",47.7,7.7,54.2,15.2,40.0,6.9
1500000US060759809001,060759809001,"Block Group 1, Census Tract 9809, San Francisco County, California",42.2,10.3,49.5,13.4,33.9,14.9
1500000US060759901000,060759901000,"Block Group 0, Census Tract 9901, San Francisco County, California",-,**,-,**,-,**
